gen	arc	test_pcc
405	0-3|0-3|3-14|8-16|12-15|7-20|16-29	0.724853129712785
405	0-3|0-3|3-14|8-13|11-17|7-16|16-28	0.7386382764269345
405	0-3|0-3|3-9|8-11|12-19|18-30|16-28	0.7286276973758741
405	0-3|0-3|4-11|8-14|10-19|7-16|16-28	0.7346572762681327
405	0-3|0-3|3-14|10-18|8-19|18-32|16-25	0.7457784675836713
405	0-3|0-3|3-12|10-16|12-18|12-21|16-30	0.7367901785791001
405	0-3|0-3|3-14|10-16|7-13|7-22|16-26	0.5881905965221554
405	0-3|0-3|3-15|6-10|12-17|18-26|16-28	0.7474763009167708
405	0-3|0-3|4-15|10-12|8-16|7-15|15-28	0.7248295460867057
405	0-3|0-3|5-12|5-9|12-17|18-28|17-26	0.7438579796132269
406	0-3|0-3|3-12|9-13|7-14|12-21|16-26	0.7284780190037534
406	0-3|0-3|3-10|7-12|9-15|15-20|16-37	0.7278801264940806
406	0-3|0-3|5-14|4-9|9-21|9-20|16-27	0.712879006645938
406	0-3|0-3|3-9|7-12|9-14|18-24|16-25	0.7430342920116734
406	0-3|0-3|3-18|7-9|11-21|18-25|16-24	0.7278591585503726
406	0-3|0-3|4-14|9-12|12-17|18-25|16-26	0.7417957733983443
406	0-3|0-3|3-15|7-10|12-17|18-26|16-24	0.7412401341644468
406	0-3|0-3|5-13|8-13|9-18|7-16|16-29	0.7291993870365417
406	0-3|0-3|3-9|5-10|12-18|12-22|16-25	0.7314533901089404
406	0-3|0-3|3-15|8-13|7-11|18-30|16-27	0.7323267700532721
407	0-3|0-3|3-10|5-8|7-15|9-18|16-30	0.7288738935770962
407	0-3|0-3|3-9|10-18|9-14|18-26|16-26	0.736903478311051
407	0-3|0-3|3-10|8-20|12-19|17-25|9-17	0.6968187616993525
407	0-3|0-3|3-9|8-12|12-15|8-19|16-21	0.6541724101763946
407	0-3|0-3|3-7|7-14|12-18|7-17|9-25	0.6939285628979412
407	0-3|0-3|5-17|10-17|12-17|12-22|16-32	0.71849746724721
407	0-3|0-3|3-7|5-13|7-14|18-21|6-21	0.6914886898299574
407	0-3|0-3|3-9|5-10|13-21|16-27|16-29	0.6979759395654719
407	0-3|0-3|4-12|5-12|9-15|12-24|11-25	0.7011059337108422
407	0-3|0-3|3-12|8-10|8-15|18-23|16-24	0.7317604978992189
408	0-3|0-3|8-15|5-7|9-14|15-20|16-27	0.7127605524399562
408	0-3|0-3|3-12|7-14|12-20|7-14|17-28	0.7313067886594345
408	0-3|0-3|3-9|7-13|12-17|13-26|16-27	0.7251049207285197
408	0-3|0-3|3-12|10-14|10-21|18-26|16-22	0.732755993274954
408	0-3|0-3|3-9|8-14|12-16|7-17|14-24	0.7111270936994638
408	0-3|0-3|10-18|8-16|7-14|14-24|16-27	0.7401089881187799
408	0-3|0-3|3-11|5-17|12-18|12-19|16-31	0.7259994425624315
408	0-3|0-3|3-13|5-10|8-17|12-21|16-31	0.7314080367079647
408	0-3|0-3|3-13|5-10|7-13|7-20|14-29	0.7122564082407103
408	0-3|0-3|5-17|7-12|9-18|18-34|16-32	0.7450421282384281
409	0-3|0-3|3-15|7-11|12-16|18-31|16-29	0.747914277555305
409	0-3|0-3|4-15|7-9|7-14|16-25|16-31	0.7286981191349983
409	0-3|0-3|3-10|8-12|9-14|18-26|17-31	0.7270467296910353
409	0-3|0-3|3-9|7-13|12-22|7-13|16-27	0.6891124226053521
409	0-3|0-3|3-9|8-12|7-16|18-26|16-25	0.7470447746790445
409	0-3|0-3|3-11|6-15|9-16|7-18|16-31	0.7332600304385667
409	0-3|0-3|3-11|10-16|10-16|18-25|16-31	0.7354246415993868
409	0-3|0-3|3-9|5-9|10-13|18-28|16-30	0.7143039242621698
409	0-3|0-3|3-10|5-12|8-11|18-33|16-22	0.7025031024133002
409	0-3|0-3|3-8|7-12|7-8|18-24|16-33	0.26425716203674776
410	0-3|0-3|3-14|7-13|8-20|9-19|16-32	0.7311285058123133
410	0-3|0-3|3-5|7-15|9-21|17-28|6-23	0.6624914417437553
410	0-3|0-3|3-10|8-14|8-11|7-16|16-24	0.7306043909439652
410	0-3|0-3|5-12|8-14|7-14|18-28|16-23	0.7375857162246265
410	0-3|0-3|3-12|6-10|11-18|12-21|16-28	0.7308679386675481
410	0-3|0-3|3-8|10-19|13-20|18-27|17-30	0.7262451886120687
410	0-3|0-3|3-13|6-10|12-21|18-28|16-26	0.686829266499131
410	0-3|0-3|3-12|10-19|7-17|18-25|16-31	0.7368570763215155
410	0-3|0-3|3-12|7-12|17-24|7-13|16-20	0.7083655673209918
410	0-3|0-3|3-13|8-10|11-21|18-26|16-28	0.7121269157132626
411	0-3|0-3|3-11|7-9|10-16|9-20|16-24	0.732697714834821
411	0-3|0-3|4-13|7-11|12-17|7-17|16-25	0.7415631148735944
411	0-3|0-3|4-14|10-16|18-26|18-28|16-31	0.7213049900160604
411	0-3|0-3|3-11|5-10|13-19|18-25|16-30	0.733721647558942
411	0-3|0-3|3-17|8-15|7-13|18-23|16-29	0.7284804466641905
411	0-3|0-3|3-9|10-14|8-13|11-23|16-26	0.7305503414184079
411	0-3|0-3|5-13|10-15|7-16|18-24|16-26	0.7433129161811022
411	0-3|0-3|3-11|8-17|9-16|8-13|17-30	0.7212669651651885
411	0-3|0-3|8-19|10-15|7-15|18-26|17-34	0.7297828708158374
411	0-3|0-3|3-17|7-11|9-15|7-18|17-30	0.7256362999260729
412	0-3|0-3|3-7|6-10|12-16|9-16|16-22	0.6976181176153048
412	0-3|0-3|3-8|7-13|11-19|7-15|16-29	0.7339644740169129
412	0-3|0-3|6-12|10-17|12-17|18-31|16-30	0.7392375281061128
412	0-3|0-3|3-9|10-12|9-16|7-13|16-29	0.733700295026767
412	0-3|0-3|3-8|7-10|10-13|15-21|16-22	0.6643560185230718
412	0-3|0-3|7-17|7-11|17-25|18-26|16-29	0.7059644836739194
412	0-3|0-3|3-11|8-12|17-22|18-36|22-33	0.6931691187053045
412	0-3|0-3|3-11|10-17|8-18|16-31|16-27	0.7423193271947693
412	0-3|0-3|3-7|8-16|12-22|18-25|16-26	0.694521163369177
412	0-3|0-3|3-12|5-8|8-12|18-24|16-22	0.6881177843609073
413	0-3|0-3|4-10|7-13|12-18|18-28|16-29	0.7502668601983865
413	0-3|0-3|4-10|10-12|7-16|7-21|16-25	0.7353099810967579
413	0-3|0-3|10-15|5-9|12-17|18-28|16-23	0.7253558685563721
413	0-3|0-3|3-11|7-11|9-19|10-16|16-29	0.7293071275772695
413	0-3|0-3|4-13|5-11|8-11|18-27|20-31	0.6987329048274641
413	0-3|0-3|4-16|6-8|10-17|18-24|16-27	0.7433148179346093
413	0-3|0-3|7-16|5-9|10-16|18-24|16-23	0.7170537374228306
413	0-3|0-3|3-13|6-8|17-25|18-24|17-34	0.7078234840892819
413	0-3|0-3|4-11|10-16|10-18|18-25|16-28	0.746785099176833
413	0-3|0-3|3-9|7-11|12-17|18-20|16-29	0.7008258258089245
414	0-3|0-3|3-12|5-9|10-18|16-26|16-30	0.7419782374601405
414	0-3|0-3|5-12|5-7|12-17|14-24|16-29	0.7360186336502144
414	0-3|0-3|5-15|10-18|12-16|16-30|17-30	0.7187559840803128
414	0-3|0-3|3-17|7-11|12-18|10-21|17-25	0.7173650519429291
414	0-3|0-3|3-9|8-15|7-15|18-26|16-23	0.7490571266008138
414	0-3|0-3|3-10|8-17|12-19|18-22|1-12	0.66177156143379
414	0-3|0-3|3-10|5-9|11-17|18-24|16-29	0.744368474617461
414	0-3|0-3|3-11|8-11|12-14|18-28|16-33	0.7217102049005432
414	0-3|0-3|3-10|6-12|11-20|18-27|16-22	0.7397952593826677
414	0-3|0-3|3-15|8-13|17-21|9-17|16-30	0.7356301567387891
415	0-3|0-3|8-20|10-14|8-15|18-34|16-29	0.7236055391597448
415	0-3|0-3|5-9|5-12|12-18|18-26|0-11	0.6069979364774205
415	0-3|0-3|3-9|7-10|11-20|18-31|16-26	0.7319332977268513
415	0-3|0-3|4-10|5-9|11-20|18-27|16-28	0.7449415615858801
415	0-3|0-3|5-15|7-12|8-15|7-21|17-31	0.7138776409235155
415	0-3|0-3|3-7|8-12|9-17|18-27|16-28	0.7389783749023161
415	0-3|0-3|3-15|10-14|8-15|7-14|16-29	0.721055132434224
415	0-3|0-3|3-13|10-14|18-27|12-24|20-24	0.7064907540120152
415	0-3|0-3|6-17|7-12|8-22|8-16|17-26	0.705407924369259
415	0-3|0-3|8-17|8-10|10-16|18-29|16-27	0.7047207865202662
416	0-3|0-3|3-13|8-13|10-14|18-26|16-27	0.731270171085566
416	0-3|0-3|3-11|10-16|7-16|9-20|15-30	0.7273170101672556
416	0-3|0-3|3-7|5-9|12-22|18-25|16-29	0.7187973189570356
416	0-3|0-3|3-10|6-11|7-13|12-20|16-24	0.728858911100872
416	0-3|0-3|8-17|6-13|7-15|15-20|16-27	0.7227764247978977
416	0-3|0-3|10-15|5-8|9-16|7-16|17-29	0.714432896935717
416	0-3|0-3|3-12|7-8|9-20|18-33|16-29	0.7485435777577255
416	0-3|0-3|3-12|7-14|11-17|18-29|16-34	0.7388075256689394
416	0-3|0-3|3-9|10-12|11-17|14-20|16-24	0.7180251673038855
416	0-3|0-3|3-13|10-14|12-21|18-28|16-24	0.7103031581440078
417	0-3|0-3|3-14|7-12|10-21|12-26|2-16	0.7088605774641171
417	0-3|0-3|3-13|8-15|12-20|18-24|16-26	0.7503514982730205
417	0-3|0-3|3-14|7-18|16-27|18-25|16-31	0.7163462029554414
417	0-3|0-3|3-5|7-15|11-22|7-16|16-31	0.6840564764252601
417	0-3|0-3|3-9|6-10|7-16|18-26|16-27	0.745723534304977
417	0-3|0-3|7-17|7-12|17-24|10-25|16-28	0.7059794201093478
417	0-3|0-3|3-5|10-17|7-16|7-17|16-26	0.7345918217116738
417	0-3|0-3|5-13|7-15|7-15|18-29|16-31	0.7446759722131676
417	0-3|0-3|3-15|8-16|7-14|18-21|15-24	0.7300143771971688
417	0-3|0-3|3-8|8-10|8-14|7-19|16-33	0.7385495993910419
418	0-3|0-3|3-11|7-10|12-20|12-21|16-26	0.7261679029830868
418	0-3|0-3|3-14|10-14|11-16|18-26|16-37	0.7523757332071107
418	0-3|0-3|3-14|5-9|12-23|18-32|16-30	0.7064718595668101
418	0-3|0-3|4-10|10-20|11-18|18-29|16-31	0.7414863974022695
418	0-3|0-3|3-11|8-13|11-16|16-25|15-29	0.7322121651105846
418	0-3|0-3|3-6|8-10|8-12|7-15|16-31	0.7321465270547203
418	0-3|0-3|3-10|7-16|11-20|18-25|16-21	0.7235405911228696
418	0-3|0-3|3-16|8-12|8-17|18-28|16-27	0.7409780925271383
418	0-3|0-3|8-21|8-12|8-13|18-26|17-23	0.7170261771928312
418	0-3|0-3|3-8|10-15|9-18|18-33|13-24	0.7343196102359699
419	0-3|0-3|3-9|5-8|12-26|7-16|16-23	0.7431204546293874
419	0-3|0-3|3-13|10-12|12-20|18-25|16-35	0.7477234849921762
419	0-3|0-3|3-10|8-12|7-12|18-33|16-24	0.7235534410398733
419	0-3|0-3|5-14|8-11|12-20|7-18|16-28	0.7352405395530833
419	0-3|0-3|3-11|8-9|14-24|14-22|7-20	0.7180575654052073
419	0-3|0-3|3-17|9-10|12-17|7-13|16-23	0.7407939975679911
419	0-3|0-3|3-12|5-9|12-25|18-28|17-29	0.6962672133483501
419	0-3|0-3|3-9|8-10|7-13|18-33|16-27	0.7324190746506691
419	0-3|0-3|5-14|5-11|13-19|12-23|16-32	0.7337460045728162
419	0-3|0-3|3-14|5-13|8-13|11-19|16-26	0.7256413694524277
420	0-3|0-3|5-10|6-9|12-18|18-30|16-26	0.7374103014290563
420	0-3|0-3|3-4|8-12|7-13|18-27|16-31	0.21801918971603357
420	0-3|0-3|3-9|7-14|12-15|18-27|16-28	0.7299733444520019
420	0-3|0-3|3-16|9-15|12-17|18-28|16-29	0.747036610790182
420	0-3|0-3|3-9|7-8|12-22|18-24|11-17	0.6920408083573859
420	0-3|0-3|7-12|7-13|10-15|18-23|16-28	0.7190521638321625
420	0-3|0-3|3-10|7-14|8-10|14-23|16-29	0.7008732284514172
420	0-3|0-3|3-8|7-18|8-11|7-18|16-33	0.7353955669277987
420	0-3|0-3|3-5|7-13|12-20|18-27|16-34	0.7272736956340445
420	0-3|0-3|3-12|8-9|12-20|18-25|17-35	0.7353304902768697
421	0-3|0-3|3-10|10-13|17-25|14-23|16-28	0.6895417389822759
421	0-3|0-3|5-20|5-7|8-11|18-23|15-29	0.7315396198572383
421	0-3|0-3|10-17|4-14|9-16|7-15|17-29	0.7189247705158777
421	0-3|0-3|3-12|10-18|8-16|12-25|16-28	0.7382869547285085
421	0-3|0-3|3-11|10-14|11-20|7-18|16-31	0.7327925467389926
421	0-3|0-3|3-12|6-9|12-16|14-23|16-29	0.7365203208304208
421	0-3|0-3|4-14|4-12|12-22|18-26|16-19	0.6355075388015087
421	0-3|0-3|3-9|7-9|9-17|16-31|16-24	0.7387096778458647
421	0-3|0-3|3-12|8-14|9-15|13-25|16-33	0.7344480055210674
421	0-3|0-3|3-12|8-17|12-13|7-22|17-30	0.38035097877190216
422	0-3|0-3|7-16|8-14|9-17|18-29|16-33	0.7081342074253296
422	0-3|0-3|3-9|5-9|7-14|7-12|16-29	0.7275065197937265
422	0-3|0-3|3-10|10-12|12-16|18-26|16-32	0.7446838341182804
422	0-3|0-3|3-13|5-8|9-15|9-14|16-22	0.68670074860076
422	0-3|0-3|3-11|6-9|9-17|18-29|16-28	0.7470422608959366
422	0-3|0-3|4-11|6-13|12-18|14-24|16-33	0.7403375647204067
422	0-3|0-3|3-14|7-14|10-13|12-19|15-38	0.7131448440497478
422	0-3|0-3|3-14|7-13|8-12|18-26|16-33	0.7288635839054484
422	0-3|0-3|9-23|7-16|9-15|18-21|16-28	0.7037222698813006
422	0-3|0-3|3-13|6-10|17-30|11-19|22-31	0.6618677093556814
423	0-3|0-3|3-11|7-15|12-20|14-21|16-28	0.7236811416915148
423	0-3|0-3|3-9|7-13|8-15|8-14|16-27	0.7218900101329114
423	0-3|0-3|3-10|5-13|7-14|18-29|16-28	0.7370469791350625
423	0-3|0-3|3-9|10-17|10-14|18-28|16-27	0.7383523198013857
423	0-3|0-3|3-13|10-12|12-20|18-29|16-29	0.7437759151258553
423	0-3|0-3|3-9|8-16|16-23|18-22|5-12	0.7166628998778792
423	0-3|0-3|3-6|7-11|12-15|18-27|16-31	0.7201387164373521
423	0-3|0-3|5-17|8-11|12-21|13-25|16-28	0.7163203092790312
423	0-3|0-3|5-15|5-8|12-18|14-24|16-28	0.7394099888343956
423	0-3|0-3|10-18|10-19|12-20|8-13|16-24	0.7263232416469944
424	0-3|0-3|4-9|8-14|9-18|18-29|16-28	0.7410589731283479
424	0-3|0-3|4-8|10-15|9-12|18-33|16-30	0.7248671398374001
424	0-3|0-3|4-11|5-11|12-22|18-28|19-26	0.6951287101536139
424	0-3|0-3|3-13|10-16|9-16|7-16|16-26	0.7321600784730089
424	0-3|0-3|3-13|10-13|12-18|7-15|16-24	0.7356369210498217
424	0-3|0-3|3-12|10-19|10-15|18-30|16-27	0.7274199486645759
424	0-3|0-3|3-10|7-18|12-19|18-29|16-32	0.7371766006549536
424	0-3|0-3|3-14|7-12|12-15|18-24|16-20	0.6892557233033585
424	0-3|0-3|3-11|7-19|13-22|18-26|16-26	0.698290359860235
424	0-3|0-3|3-11|7-12|12-21|18-29|9-19	0.7087360252874004
425	0-3|0-3|3-9|7-12|12-16|14-24|17-27	0.7270973711276918
425	0-3|0-3|3-11|5-11|9-17|18-25|10-20	0.7317267188994584
425	0-3|0-3|3-14|7-8|7-13|8-21|16-26	0.7259646989111267
425	0-3|0-3|4-13|6-13|12-18|15-23|16-24	0.7464312299566078
425	0-3|0-3|3-6|5-12|12-19|15-30|16-27	0.7322953140221561
425	0-3|0-3|3-12|7-11|7-16|15-25|5-18	0.6778098285837166
425	0-3|0-3|3-14|10-17|12-21|12-20|16-30	0.715345689380036
425	0-3|0-3|3-9|7-11|7-17|8-19|16-27	0.6693500811106381
425	0-3|0-3|6-14|10-15|11-13|14-23|16-29	0.6978828559918109
425	0-3|0-3|3-7|7-11|7-14|18-26|16-25	0.7527683694339179
426	0-3|0-3|3-11|10-16|12-15|18-23|17-23	0.7066032290043739
426	0-3|0-3|3-13|5-8|9-17|18-28|16-28	0.7469711016252208
426	0-3|0-3|5-15|5-6|8-15|18-30|16-28	0.7412128060869058
426	0-3|0-3|3-13|7-10|7-12|18-22|16-26	0.716852765133468
426	0-3|0-3|8-12|7-13|7-20|7-17|16-27	0.7168250949398371
426	0-3|0-3|3-7|7-11|12-17|12-21|16-26	0.7220416407512659
426	0-3|0-3|3-9|7-9|7-12|18-27|16-31	0.7148050740615066
426	0-3|0-3|3-10|8-14|7-12|8-18|16-26	0.7236701685706788
426	0-3|0-3|4-14|7-10|9-16|18-30|16-34	0.7493737985848326
426	0-3|0-3|3-14|8-14|11-15|8-16|16-26	0.7283004480472226
427	0-3|0-3|4-11|10-12|12-16|18-26|16-23	0.7417582548689909
427	0-3|0-3|3-8|10-14|12-14|18-30|16-30	0.7211516873022921
427	0-3|0-3|3-17|5-12|10-19|7-16|16-30	0.7336516255434977
427	0-3|0-3|3-10|6-8|12-20|18-29|16-25	0.7381931409235389
427	0-3|0-3|4-9|5-8|9-13|18-28|16-19	0.6652655087067746
427	0-3|0-3|3-14|8-12|8-15|18-29|16-26	0.7414011585045072
427	0-3|0-3|3-10|10-16|7-10|18-35|16-30	0.7153318301006358
427	0-3|0-3|3-17|8-12|9-15|7-22|16-28	0.7247574394993668
427	0-3|0-3|3-21|8-10|12-17|18-23|16-26	0.7230779979015404
427	0-3|0-3|3-10|10-18|12-14|15-25|16-28	0.7028586669951805
428	0-3|0-3|4-13|8-10|8-12|8-21|16-28	0.7208827872823871
428	0-3|0-3|3-12|7-10|9-19|18-26|16-28	0.7511681238659463
428	0-3|0-3|3-7|8-14|9-15|7-13|16-31	0.734827968723153
428	0-3|0-3|3-10|3-7|9-13|7-18|16-32	0.7324124303944801
428	0-3|0-3|3-9|7-11|11-19|18-29|16-26	0.7394576428499605
428	0-3|0-3|4-9|5-10|8-11|18-24|22-40	0.6380196284731583
428	0-3|0-3|7-11|5-12|12-18|7-16|7-19	0.6346301313193772
428	0-3|0-3|8-15|10-14|8-15|18-30|17-26	0.7177046258948339
428	0-3|0-3|3-14|8-10|12-16|7-16|16-23	0.7324801542528766
428	0-3|0-3|5-13|7-13|8-13|9-16|16-26	0.727808902833233
429	0-3|0-3|5-12|7-11|8-14|18-33|16-26	0.7388488641893313
429	0-3|0-3|3-11|10-13|12-25|18-30|16-26	0.6987968880005543
429	0-3|0-3|3-9|4-11|9-15|18-23|16-24	0.7372219703992076
429	0-3|0-3|3-18|8-16|7-14|18-28|16-27	0.752674132435831
429	0-3|0-3|3-14|7-12|12-17|7-19|16-27	0.7368640026360986
429	0-3|0-3|3-15|8-11|7-15|18-24|16-31	0.7414152711627925
429	0-3|0-3|3-10|5-15|12-18|12-25|16-23	0.7295351491427239
429	0-3|0-3|3-15|5-8|9-15|18-30|7-23	0.5900734695413031
429	0-3|0-3|3-16|8-14|8-15|18-28|16-23	0.7668231786165646
429	0-3|0-3|3-7|7-11|12-18|11-16|16-28	0.7227109966965359
430	0-3|0-3|3-15|5-13|12-16|11-21|16-24	0.7315477704717757
430	0-3|0-3|3-14|8-10|12-18|18-27|16-27	0.7516068195368121
430	0-3|0-3|3-13|10-13|10-17|7-13|16-35	0.7254120193332524
430	0-3|0-3|3-13|6-15|13-25|18-25|16-24	0.7115722087343919
430	0-3|0-3|3-14|8-10|8-15|11-18|17-32	0.7238344870726199
430	0-3|0-3|10-20|10-13|10-17|7-17|17-32	0.7147803500083902
430	0-3|0-3|3-11|7-15|10-20|18-23|16-24	0.7411432254437104
430	0-3|0-3|3-9|7-14|9-13|14-25|16-28	0.7290983387276685
430	0-3|0-3|3-7|7-10|7-20|18-25|16-31	0.7463466701356077
430	0-3|0-3|7-10|5-8|9-15|10-17|16-26	0.7110125043581728
431	0-3|0-3|3-15|5-9|7-16|18-27|17-29	0.7268231134194579
431	0-3|0-3|3-14|10-13|9-18|12-22|16-28	0.7396302211280953
431	0-3|0-3|3-9|10-17|10-18|18-27|16-26	0.7352489270585915
431	0-3|0-3|3-9|7-14|12-19|15-20|16-32	0.7175640140855452
431	0-3|0-3|4-10|8-11|12-19|7-19|11-19	0.6295479530900198
431	0-3|0-3|3-8|6-11|12-25|7-18|16-28	0.6941826257787495
431	0-3|0-3|3-16|3-7|7-10|18-27|16-33	0.728648670098864
431	0-3|0-3|3-5|10-13|12-22|12-25|3-17	0.7275959922838948
431	0-3|0-3|3-17|8-14|17-24|18-30|17-21	0.7332992583547923
431	0-3|0-3|3-15|8-15|7-15|18-24|16-25	0.7413683042101179
432	0-3|0-3|5-11|8-12|7-12|14-25|14-26	0.6997360516665776
432	0-3|0-3|3-11|7-12|7-15|7-16|16-27	0.7270027330163089
432	0-3|0-3|3-12|8-14|12-16|7-19|16-24	0.737587315053412
432	0-3|0-3|3-9|9-16|12-16|12-23|16-25	0.7279768931177709
432	0-3|0-3|3-11|8-11|7-11|18-29|16-36	0.7147549436015063
432	0-3|0-3|3-11|5-9|12-15|16-31|3-18	0.715656278550856
432	0-3|0-3|3-16|7-13|17-23|18-24|8-20	0.7669422594286645
432	0-3|0-3|4-16|5-11|17-28|18-26|16-27	0.7435068544736788
432	0-3|0-3|5-20|5-11|8-18|13-21|16-30	0.7187396636620735
432	0-3|0-3|3-13|8-13|9-12|7-10|16-29	0.7118897852029963
433	0-3|0-3|3-10|7-11|12-19|7-17|17-26	0.7178893093826573
433	0-3|0-3|3-7|10-15|17-23|18-20|16-27	0.6944321085203894
433	0-3|0-3|3-14|8-12|12-19|12-25|16-30	0.7397430388903024
433	0-3|0-3|3-9|8-11|13-26|17-21|17-32	0.6782091383062044
433	0-3|0-3|3-10|7-12|12-18|18-25|4-10	0.7380349284925483
433	0-3|0-3|3-6|5-13|9-14|12-23|16-36	0.7350693023197049
433	0-3|0-3|3-13|5-9|9-13|12-24|16-20	0.5855436038284587
433	0-3|0-3|3-10|5-11|9-17|8-13|1-15	0.6467820568444492
433	0-3|0-3|3-10|5-14|11-19|18-32|16-26	0.7367075747238765
433	0-3|0-3|3-10|5-17|12-25|7-13|16-25	0.6931997200929645
434	0-3|0-3|3-13|7-12|7-15|14-29|16-28	0.7395702953405119
434	0-3|0-3|5-13|10-16|11-18|18-27|16-27	0.7391980735715404
434	0-3|0-3|3-13|8-12|11-19|18-31|16-28	0.7442698112546924
434	0-3|0-3|3-5|7-12|7-15|12-17|16-28	0.7316283006006614
434	0-3|0-3|3-13|5-9|8-14|18-28|16-25	0.7278936737920265
434	0-3|0-3|3-13|7-14|12-23|15-25|16-29	0.7102077437466835
434	0-3|0-3|3-16|7-11|7-13|18-23|16-32	0.7317921835091419
434	0-3|0-3|5-11|5-9|7-14|12-22|16-29	0.7360127314128143
434	0-3|0-3|3-12|7-10|7-13|18-26|16-30	0.7227710177520497
434	0-3|0-3|5-11|8-13|10-12|18-26|16-28	0.7123879288995624
435	0-3|0-3|3-12|8-16|8-12|18-25|16-23	0.7221436716109948
435	0-3|0-3|3-8|7-15|7-13|18-28|19-27	0.712347936201917
435	0-3|0-3|3-10|5-7|11-16|12-22|16-26	0.7362020627973077
435	0-3|0-3|3-17|8-11|12-23|7-18|13-25	0.7115868354187779
435	0-3|0-3|3-14|10-17|10-14|7-10|17-23	0.7155221103787893
435	0-3|0-3|3-13|8-11|17-28|18-25|16-26	0.7011615390320659
435	0-3|0-3|3-10|10-14|7-16|18-29|8-17	0.7297031336004582
435	0-3|0-3|3-13|7-13|9-13|7-16|16-29	0.728773349658208
435	0-3|0-3|3-10|5-9|11-14|17-28|9-18	0.7270101704915837
435	0-3|0-3|3-8|5-11|7-12|12-24|16-27	0.7426593483007868
436	0-3|0-3|3-16|8-16|8-15|12-20|16-28	0.7263294676912354
436	0-3|0-3|3-9|5-9|7-14|7-12|16-25	0.7287387159076048
436	0-3|0-3|5-16|10-13|9-15|18-29|16-28	0.7199424571460917
436	0-3|0-3|4-11|8-13|8-16|16-23|16-28	0.7401191351471721
436	0-3|0-3|3-11|10-13|17-23|13-24|16-31	0.6992979455040986
436	0-3|0-3|3-10|8-14|12-18|7-19|16-25	0.7342304578275695
436	0-3|0-3|3-11|10-15|10-12|18-30|16-30	0.703340671193498
436	0-3|0-3|3-18|7-16|7-10|14-27|17-28	0.7295854378872101
436	0-3|0-3|3-6|7-11|7-14|16-25|16-26	0.7443241247393901
436	0-3|0-3|4-10|7-15|12-15|18-31|16-26	0.7376903521339202
437	0-3|0-3|5-15|8-12|9-14|18-34|17-26	0.7164211542560922
437	0-3|0-3|4-11|8-14|10-16|10-27|17-33	0.7186272292120652
437	0-3|0-3|3-7|8-13|8-15|14-19|16-32	0.7297695889772147
437	0-3|0-3|3-9|8-12|9-15|18-33|16-31	0.7423698516457348
437	0-3|0-3|3-11|4-13|10-18|18-24|16-27	0.7356062966345239
437	0-3|0-3|3-17|5-14|7-13|7-16|16-27	0.7306394467080903
437	0-3|0-3|3-18|5-10|12-20|7-21|16-26	0.7408045623109398
437	0-3|0-3|3-13|10-15|7-15|8-20|16-25	0.7276389226467721
437	0-3|0-3|3-15|8-10|7-16|18-25|15-22	0.7528300140661938
437	0-3|0-3|3-15|10-18|17-20|18-23|14-23	0.7121978607041284
438	0-3|0-3|3-11|5-8|12-17|18-29|16-29	0.737834057216037
438	0-3|0-3|7-10|6-13|12-18|16-28|16-23	0.7211553200834592
438	0-3|0-3|7-15|5-10|12-15|18-26|16-26	0.7228833025064731
438	0-3|0-3|3-11|7-12|17-29|18-29|17-29	0.6934277970306656
438	0-3|0-3|3-10|6-11|8-18|18-28|16-26	0.7520527935860873
438	0-3|0-3|3-13|5-10|7-14|18-29|16-28	0.7398830202048418
438	0-3|0-3|4-11|10-16|10-20|18-28|16-27	0.7406053133637973
438	0-3|0-3|5-24|10-14|7-14|18-28|16-28	0.7388710902825336
438	0-3|0-3|3-9|7-12|12-27|18-32|16-23	0.7372134662879191
438	0-3|0-3|3-15|6-10|9-15|7-14|16-25	0.7292338188522413
439	0-3|0-3|3-9|10-21|12-16|18-32|16-28	0.7416557514267422
439	0-3|0-3|4-17|5-6|11-16|18-26|16-28	0.7419411383235159
439	0-3|0-3|3-11|7-9|11-19|18-24|2-11	0.6455114275993153
439	0-3|0-3|3-8|5-8|12-18|18-28|16-27	0.7363920593393655
439	0-3|0-3|3-9|10-13|7-13|7-19|5-19	0.6524326457146205
439	0-3|0-3|10-15|8-10|12-15|17-31|15-22	0.7122892827335686
439	0-3|0-3|4-17|8-17|10-15|18-28|16-26	0.7294755271951411
439	0-3|0-3|3-11|7-12|9-17|18-29|16-26	0.7347527859408736
439	0-3|0-3|3-11|10-14|12-17|10-17|16-25	0.7267190838095338
439	0-3|0-3|10-20|10-13|12-16|16-29|13-26	0.6933400157148262
440	0-3|0-3|7-13|7-11|7-13|18-32|16-35	0.7231416590046206
440	0-3|0-3|3-9|10-19|9-15|12-24|16-28	0.7296131439971622
440	0-3|0-3|3-9|10-15|8-13|18-23|16-28	0.7249249249838542
440	0-3|0-3|3-7|10-16|17-28|7-19|14-26	0.6832234013926105
440	0-3|0-3|8-18|7-11|7-12|8-18|16-25	0.7157434701999417
440	0-3|0-3|3-13|8-16|8-14|16-22|16-31	0.7244515912019683
440	0-3|0-3|3-12|5-10|12-20|8-15|16-28	0.7324222910209263
440	0-3|0-3|4-11|5-11|12-20|18-32|16-25	0.7413475255902252
440	0-3|0-3|7-15|8-13|9-18|12-22|16-27	0.7219301548841685
